incident_number,highest_offense_description,family_violence,occurred_date,zip_code,council_district,census_tract,clearance_status,category_description
20132260557,CIVIL DISTURBANCE/DEMO,N,08/14/2013,78704,9,13,NA,NA
20062591488,ASSAULT W/INJURY-FAM/DATE VIOL,Y,09/16/2006,78704,3,13,C,NA
20091272557,POSS CONTROLLED SUB/OTHER,N,05/07/2009,78745,2,NA,C,NA
200540588,CUSTODY ARREST TRAFFIC WARR,N,01/04/2005,78747,NA,24.28,C,NA
20183210218,DATING DISTURBANCE,N,11/17/2018,78750,6,NA,N,NA
20115037151,BURGLARY OF VEHICLE,N,08/04/2011,78759,7,17.53,N,Theft
20075061271,VIOL CITY ORDINANCE - WRECKER,N,11/19/2007,78702,1,NA,N,NA
20055050911,POSS CONTROLLED SUB/NARCOTIC,N,10/05/2005,78758,7,NA,NA,NA
2003921611576,AUTO THEFT,N,06/08/2003,78752,4,18.12,NA,Auto Theft
20105004005,BURGLARY OF VEHICLE,N,01/24/2010,78703,10,NA,N,Theft
20118003008,THEFT OF BICYCLE,N,11/07/2011,78704,5,13,N,Theft
20185024038,THEFT,N,06/25/2018,78759,7,17.54,N,Theft
20135052394,THEFT,N,08/01/2013,78757,7,NA,N,Theft
20045055963,THEFT BY SHOPLIFTING,N,11/18/2004,78752,4,NA,NA,Theft
20115043400,HARASSMENT,N,08/31/2011,78758,4,NA,O,NA
20193290134,FAMILY DISTURBANCE,N,11/25/2019,78729,6,NA,C,NA
20162990614,TERRORISTIC THREAT,Y,10/25/2016,78727,6,NA,N,NA
20092760779,ASSAULT W/INJURY-FAM/DATE VIOL,Y,10/03/2009,78759,10,25,C,NA
20071240062,FAMILY DISTURBANCE,N,05/04/2007,78741,3,NA,N,NA
20085050177,THEFT,N,09/21/2008,78729,6,204.06,O,Theft
20115040104,BURGLARY OF VEHICLE,N,08/22/2011,78748,5,24.07,N,Theft
20131650775,VIOL CITY ORDINANCE - OTHER,N,06/14/2013,78701,9,11,C,NA
2014420766,DISTURBANCE - OTHER,N,02/11/2014,78727,6,17.85,N,NA
20082962421,ASSAULT W/INJURY-FAM/DATE VIOL,Y,10/22/2008,78704,9,13.05,C,NA
20192110829,BURGLARY OF RESIDENCE,N,07/30/2019,78617,2,NA,N,Burglary
20051170037,DISTURBANCE - OTHER,N,04/27/2005,78741,3,23.17,N,NA
20142001599,THEFT,N,07/19/2014,78749,8,17.49,C,Theft
20123141057,THEFT BY SHOPLIFTING,N,11/09/2012,78751,9,3,C,Theft
20045013076,TERRORISTIC THREAT,N,03/10/2004,78705,9,NA,NA,NA
20115027944,CRIMINAL MISCHIEF,N,05/20/2011,78745,3,24,N,NA
20153620784,CHILD CUSTODY INTERFERE,N,12/28/2015,78729,6,204,N,NA
20185001058,CRIMINAL MISCHIEF,N,01/06/2018,78617,2,24.33,N,NA
20032990273,AGG ASSAULT FAM/DATE VIOLENCE,N,10/26/2003,78759,10,17.07,C,Aggravated Assault
20185000776,GRAFFITI,N,01/07/2018,78722,9,NA,N,NA
20121431400,PUBLIC INTOXICATION,N,05/22/2012,78722,9,4.01,NA,NA
201971781,DWI,N,01/07/2019,78757,7,NA,C,NA
20148001995,THEFT FROM PERSON,N,03/23/2014,78705,9,5,N,Theft
20055038467,BURGLARY OF RESIDENCE,N,08/03/2005,78704,5,19,NA,Burglary
201630494,POSS CONTROLLED SUB/SYN NARC,N,01/03/2016,78735,8,17.69,C,NA
20063001156,CRIMINAL TRESPASS,N,10/27/2006,78753,4,NA,N,NA
20112810889,ASSAULT W/INJURY-FAM/DATE VIOL,Y,10/08/2011,78754,1,22,O,NA
20173290344,CAMPING IN PARK,N,11/25/2017,78741,9,23.04,C,NA
201211186,AGG ASLT STRANGLE/SUFFOCATE,Y,01/01/2012,78757,7,NA,C,Aggravated Assault
2017451139,AGG ASSAULT,N,02/14/2017,78744,2,24.13,N,Aggravated Assault
20151581753,FAMILY DISTURBANCE,N,06/07/2015,78752,4,NA,N,NA
20125044526,BURGLARY OF VEHICLE,N,10/04/2012,78758,4,18.21,N,Theft
20115029464,DEBIT CARD ABUSE,N,06/13/2011,78741,3,23.12,N,NA
20203520044,DWI,N,12/17/2020,78753,7,18.39,C,NA
20063010942,CAMPING IN PARK,N,10/28/2006,78701,9,NA,C,NA
20045046724,BURGLARY OF VEHICLE,N,09/26/2004,78744,2,24.31,NA,Theft
20123291743,FAMILY DISTURBANCE,N,11/24/2012,78745,5,NA,N,NA
2013591240,POSS CONTROLLED SUB/NARCOTIC,N,02/28/2013,78617,2,23.1,C,NA
20142501293,ASSAULT  CONTACT-SEXUAL NATURE,N,09/07/2014,78753,4,18,O,NA
20142132188,THEFT,N,08/01/2014,78705,9,6.04,N,Theft
20063540905,CUSTODY ARREST TRAFFIC WARR,N,12/20/2006,78742,3,NA,C,NA
20125026376,IDENTITY THEFT,N,12/21/2004,78724,1,22.08,N,NA
20093562054,BURGLARY OF VEHICLE,N,12/22/2009,78753,7,18.39,N,Theft
20105027653,THEFT,N,05/29/2010,78702,3,NA,N,Theft
2004110874,FAMILY DISTURBANCE,N,01/11/2004,78753,1,NA,NA,NA
20093190362,DWI,N,11/15/2009,78744,2,NA,C,NA
20105055005,THEFT,N,10/14/2010,78744,2,24.29,N,Theft
20032650036,FAMILY DISTURBANCE,N,09/21/2003,78748,5,NA,NA,NA
20075065615,CRED CARD ABUSE - OTHER,N,09/12/2007,78704,9,13.05,NA,NA
2016640261,DWI 2ND,N,03/04/2016,78745,3,24.03,C,NA
20175002082,BURGLARY OF VEHICLE,N,01/16/2017,78752,4,18.12,N,Theft
20175001696,BURGLARY OF VEHICLE,N,01/12/2017,78759,6,17.54,N,Theft
20192850262,DWI,N,10/12/2019,78759,7,17.53,C,NA
20183161307,ASSAULT W/INJURY-FAM/DATE VIOL,Y,11/12/2018,78702,3,NA,C,NA
20183200498,ASSAULT WITH INJURY,N,11/15/2018,78751,9,2,N,NA
20082650786,BURGLARY NON RESIDENCE,N,09/20/2008,78704,9,13.05,NA,Burglary
20125000331,BURGLARY OF VEHICLE,N,12/30/2011,78754,1,18.56,N,Theft
2011842818,BURGLARY OF RESIDENCE,N,03/25/2011,78721,3,NA,N,Burglary
20132840253,CAMPING IN PARK,N,10/11/2013,78750,6,204,C,NA
20092982062,ASSAULT WITH INJURY,N,10/25/2009,78704,5,13,N,NA
20205025931,MAIL THEFT,N,07/03/2020,78741,9,NA,N,Theft
20063431338,THEFT BY SHOPLIFTING,N,12/09/2006,78752,4,18.12,NA,Theft
20173460147,ASSAULT W/INJURY-FAM/DATE VIOL,Y,12/12/2017,78723,1,NA,C,NA
20135037969,THEFT BY SHOPLIFTING,N,08/20/2013,78723,9,3,N,Theft
20073640348,FAMILY DISTURBANCE,N,12/30/2007,78701,9,NA,NA,NA
2003924543929,CRIMINAL MISCHIEF,N,01/23/2003,78752,4,NA,O,NA
20075000002,RUNAWAY CHILD,N,01/01/2007,78724,NA,2202,N,NA
20072371482,FAMILY DISTURBANCE,N,08/25/2007,78745,NA,1728,NA,NA
20115026156,BURGLARY OF VEHICLE,N,05/25/2011,78745,2,NA,N,Theft
20055033510,BURGLARY OF VEHICLE,N,07/09/2005,78752,4,15,NA,Theft
20101692160,CUSTODY ARREST TRAFFIC WARR,N,06/18/2010,78729,6,204,C,NA
20085015590,HARASSMENT,N,03/25/2008,78723,1,NA,O,NA
2007380352,CRASH/FAIL STOP AND RENDER AID,N,02/07/2007,78704,5,20,NA,NA
20202750494,TERRORISTIC THREAT,N,10/01/2020,78748,5,NA,N,NA
20083241295,ASSAULT WITH INJURY,N,11/17/2008,78753,4,18.23,O,NA
2021520259,ASSAULT BY CONTACT FAM/DATING,Y,02/21/2021,78723,9,3,N,NA
20192120972,FAMILY DISTURBANCE,N,07/31/2019,78729,6,204,NA,NA
20111870028,CRIMINAL MISCHIEF,N,07/06/2011,78757,7,18.18,N,NA
20071582335,ASSAULT W/INJURY-FAM/DATE VIOL,Y,06/07/2007,78702,1,8,NA,NA
20055037590,CRIMINAL MISCHIEF,N,07/29/2005,78745,2,24,NA,NA
20055023194,BURGLARY OF RESIDENCE,N,05/14/2005,78727,7,NA,NA,Burglary
2005301307,THEFT BY SHOPLIFTING,N,01/30/2005,78746,8,19.1,C,Theft
20073650156,PUBLIC INTOXICATION,N,12/31/2007,78741,3,NA,NA,NA
20163330652,FAMILY DISTURBANCE,N,11/28/2016,78617,2,24.33,NA,NA
20055065612,CRIMINAL MISCHIEF,N,12/19/2005,78749,8,NA,NA,NA
20165030547,BURGLARY OF VEHICLE,N,07/24/2016,78741,3,NA,N,Theft
20181111013,HARASSMENT,N,04/21/2018,78723,1,21.08,N,NA
20061512060,POSS OF DRUG PARAPHERNALIA,N,05/31/2006,78723,1,21,C,NA
20071401660,DWI 2ND,N,05/20/2007,78753,NA,1826,C,NA
20123100671,VIOL CITY ORDINANCE - CURFEW,N,11/05/2012,78744,2,24.13,NA,NA
20085007742,BURGLARY OF VEHICLE,N,02/12/2008,78752,4,15,NA,Theft
20071610841,VIOL STATE LAW - OTHER,N,06/10/2007,78758,7,18.49,NA,NA
20145015938,FRAUD - OTHER,N,03/31/2014,78757,7,15.01,N,NA
20045054947,ASSAULT W/INJURY-FAM/DATE VIOL,Y,11/11/2004,78753,4,NA,N,NA
20061321455,CAMPING IN PARK,N,05/12/2006,78701,9,NA,C,NA
2003921650600,CRIMINAL MISCHIEF,N,06/13/2003,78751,9,NA,NA,NA
20101010536,CRIMINAL MISCHIEF,N,04/11/2010,78741,3,23.12,N,NA
20195051723,SUSPICIOUS PERSON,N,12/18/2019,78745,5,NA,NA,NA
20135026216,BURGLARY OF VEHICLE,N,06/11/2013,78744,2,24.19,N,Theft
20093111861,VIOL CITY ORDINANCE - OTHER,N,11/07/2009,78701,9,NA,C,NA
20115007788,THEFT,N,02/11/2011,78704,9,14,N,Theft
20081901448,FAMILY DISTURBANCE/PARENTAL,N,07/08/2008,78758,4,NA,NA,NA
202150110,POSS OF FIREARM BY FELON,N,01/05/2021,78704,3,13,C,NA
20045026904,INDECENCY WITH A CHILD/CONTACT,N,06/08/2004,78744,2,24.13,C,NA
20165009457,BURGLARY OF VEHICLE,N,03/05/2016,78745,2,24.22,N,Theft
20173400917,FAMILY DISTURBANCE,N,12/06/2017,78741,3,NA,N,NA
20195021372,BURGLARY OF VEHICLE,N,05/25/2019,78702,3,NA,N,Theft
20051681744,DISTURBANCE - OTHER,N,06/17/2005,78723,1,21.12,NA,NA
20092871171,WARRANT ARREST NON TRAFFIC,N,10/14/2009,78741,3,23.15,C,NA
20055063575,FRAUD - OTHER,N,12/09/2005,78745,2,24.02,N,NA
20075020847,DEBIT CARD ABUSE,N,04/26/2007,78745,2,24.09,NA,NA
2014541600,BURGLARY OF RESIDENCE,N,02/23/2014,78722,9,4.02,N,Burglary
2003420900604,CUSTODY ARREST TRAFFIC WARR,N,03/31/2003,78741,3,23.18,N,NA
20205042735,CRIMINAL MISCHIEF,N,10/14/2020,78736,8,NA,N,NA
20075012348,BURGLARY OF RESIDENCE,N,03/13/2007,78744,2,24.12,NA,Burglary
20135028786,BREACH OF COMPUTER SECURITY,N,06/26/2013,78759,10,17.57,N,Theft
20065060299,DEBIT CARD ABUSE,N,11/13/2006,78732,6,17.65,NA,NA
20141700211,FAMILY DISTURBANCE,N,06/19/2014,78759,7,18.49,NA,NA
2003924707851,THEFT OF BICYCLE,N,05/17/2003,78701,9,11,N,Theft
20082140478,FEDERAL VIOL/OTHER,N,08/01/2008,78719,2,9800,N,NA
20065060063,BURGLARY OF VEHICLE,N,11/12/2006,78701,9,11,NA,Theft
20075018040,BURGLARY OF VEHICLE,N,04/12/2007,78741,3,23.04,NA,Theft
2003921530252,THEFT,N,06/02/2003,78701,9,7,N,Theft
20095041688,BURGLARY OF VEHICLE,N,07/23/2009,78617,2,NA,N,Theft
2014951572,FAMILY DISTURBANCE,N,04/05/2014,78745,5,17.12,NA,NA
20095041825,HARASSMENT,N,07/01/2009,78741,3,23.17,N,NA
20105014628,HINDER SECURED CREDITORS,N,11/01/2009,78702,3,9,N,NA
20045022990,CRIMINAL MISCHIEF,N,05/17/2004,78748,5,24.21,NA,NA
20072022195,PUBLIC INTOXICATION,N,07/21/2007,78723,1,NA,NA,NA
20032700303,PUBLIC INTOXICATION,N,09/27/2003,78753,4,18.23,NA,NA
20175025568,FALSE STATEMENT -OBTAIN CREDIT,N,06/15/2017,78745,3,24,NA,NA
20095043628,THEFT,N,08/01/2009,78701,9,NA,N,Theft
20191821265,THEFT,N,07/01/2019,78752,4,15.03,N,Theft
20103180422,AGG ASSAULT,N,11/14/2010,78758,7,18.26,N,Aggravated Assault
20168000507,THEFT,N,02/06/2016,78701,9,11,N,Theft
20121610833,CRASH/FAIL STOP AND RENDER AID,N,06/09/2012,78723,4,21.05,N,NA
20052361859,PUBLIC INTOXICATION,N,08/24/2005,78701,1,NA,NA,NA
201450096,DWI,N,01/05/2014,NA,NA,NA,C,NA
20055033514,THEFT,N,07/09/2005,78748,2,24.22,NA,Theft
20125039308,THEFT,N,08/31/2012,78717,6,203.11,N,Theft
200892064,AGG ROBBERY/DEADLY WEAPON,N,01/09/2008,78758,4,18.2,NA,Robbery
20095014162,BURGLARY OF VEHICLE,N,03/13/2009,78722,9,3,N,Theft
20125037958,THEFT,N,08/23/2012,78724,1,NA,N,Theft
20192180147,BURGLARY NON RESIDENCE,N,08/06/2019,78749,8,17.49,N,Burglary
20075049890,THEFT,N,09/19/2007,78704,5,20,NA,Theft
20055063157,HARASSMENT,N,08/31/2005,78723,1,21.12,NA,NA
2007912045,POSS CONTROLLED SUB/NARCOTIC,N,04/01/2007,78741,3,23.16,C,NA
20111441657,CHILD ENDANGERMENT- ABANDONMEN,Y,05/24/2011,78758,7,NA,C,NA
20045045829,THEFT,N,09/22/2004,78702,3,10,NA,Theft
20103472205,BURG OF RES - FAM/DATING ASLT,Y,12/13/2010,78753,4,NA,O,NA
20118000179,CRIMINAL MISCHIEF,N,04/27/2011,78759,10,NA,N,NA
20125026772,BURGLARY OF VEHICLE,N,06/13/2012,78753,4,18.33,N,Theft
2003921321643,THEFT BY SHOPLIFTING,N,05/12/2003,78723,1,21,N,Theft
20092891366,INDECENT EXPOSURE,N,10/16/2009,78741,3,23.14,NA,NA
20091482422,FAMILY DISTURBANCE/PARENTAL,N,05/28/2009,78759,10,25,N,NA
20201041115,FAMILY DISTURBANCE,N,04/13/2020,78723,1,NA,NA,NA
20175021308,PROTECTIVE ORDER,N,05/24/2017,NA,NA,NA,N,NA
20115041903,FRAUD - OTHER,N,08/31/2011,78753,7,NA,N,NA
20145019951,THEFT,N,05/03/2014,78745,2,24.22,N,Theft
2011210979,CUSTODY ARREST TRAFFIC WARR,N,01/21/2011,78727,7,NA,C,NA
20082410163,DUI - AGE 17 TO 20,N,08/28/2008,78705,9,6,C,NA
20085037339,BURGLARY NON RESIDENCE,N,07/19/2008,78745,3,24.03,NA,Burglary
20141880175,POSSESSION OF MARIJUANA,N,07/07/2014,78741,3,23.18,C,NA
20111621428,ASSAULT W/INJURY-FAM/DATE VIOL,N,06/10/2011,NA,NA,NA,O,NA
20091102335,WARRANT ARREST NON TRAFFIC,N,04/21/2009,78721,1,NA,C,NA
2003924680607,CRIMINAL MISCHIEF,N,05/09/2003,78703,10,16.02,N,NA
20041650442,BURGLARY OF VEHICLE,N,06/13/2004,78744,2,24.11,NA,Theft
20208002940,BURGLARY NON RESIDENCE,N,07/09/2020,78745,2,NA,N,Burglary
2012811908,DISTURBANCE - OTHER,N,03/21/2012,78729,6,204,N,NA
20032950070,PUBLIC LEWDNESS,N,10/22/2003,78704,5,19,C,NA
20085036388,THEFT,N,07/14/2008,78752,4,15.03,NA,Theft
20125047659,ABUSE OF OFFICIAL CAPACITY,N,10/21/2012,78745,5,17.12,N,NA
20151180683,EVADING / FOOT,N,04/28/2015,78702,3,21.11,C,NA
20035019302,BURGLARY OF VEHICLE,N,10/27/2003,78759,10,NA,NA,Theft
20148002196,CRIMINAL MISCHIEF,N,05/09/2014,78759,10,NA,N,NA
2009720281,CRIMINAL MISCHIEF,N,03/13/2009,78741,3,23.07,O,NA
2010981649,FAMILY DISTURBANCE,N,04/08/2010,78727,6,NA,NA,NA
2016231477,DWI 2ND,N,01/23/2016,78758,7,18.45,C,NA
20035021655,DOC WINDOW PEEPING-RESIDENCE,N,11/09/2003,78701,9,11,NA,NA
20072100037,INTER EMERG PHONECALL FAM/DATE,Y,07/29/2007,78704,3,NA,NA,NA
20075051637,FRAUD - OTHER,N,09/18/2007,78752,4,15.03,NA,NA
20085059549,BURGLARY OF VEHICLE,N,11/06/2008,78704,9,NA,N,Theft
20085062853,THEFT OF SERVICE,N,11/25/2008,78735,8,19.15,N,NA
2003921380219,DISTURBANCE - OTHER,N,05/18/2003,78704,5,NA,N,NA
20115047616,THEFT OF BICYCLE,N,10/10/2011,78705,9,2.04,N,Theft
20042921713,CRIMINAL TRESPASS,N,10/18/2004,78721,1,21.11,C,NA
20135029056,RUNAWAY CHILD,N,06/28/2013,78748,5,17.46,N,NA
20111920457,PUBLIC INTOXICATION,N,07/11/2011,78745,5,17.28,NA,NA
20125033510,BURGLARY OF VEHICLE,N,07/25/2012,78741,3,23.18,N,Theft
20193591124,VOCO - ALCOHOL  CONSUMPTION,N,12/25/2019,78752,4,18.12,C,NA
2005911730,THEFT,N,04/01/2005,78741,3,23.18,NA,Theft
20095018429,THEFT FROM AUTO,N,04/02/2009,78753,4,18,N,Theft
20042021093,ASSAULT WITH INJURY,N,07/21/2004,78704,3,13,NA,NA
20085050451,SIT AND LIE ORDINANCE VIOL,N,09/17/2008,78701,9,11,C,NA
20041271647,DUI - AGE 17 TO 20,N,05/06/2004,78745,5,NA,C,NA
20081361368,THEFT OF BICYCLE,N,05/15/2008,78702,1,8,NA,Theft
20115003217,DEBIT CARD ABUSE,N,01/15/2011,78702,3,9,N,NA
20131651655,ASSAULT WITH INJURY,N,06/14/2013,78735,8,NA,N,NA
20192880943,CRIMINAL MISCHIEF,N,10/15/2019,78717,6,NA,NA,NA
2010582319,FAMILY DISTURBANCE,N,02/27/2010,78741,3,NA,N,NA
20095000359,THEFT,N,01/02/2009,78745,5,NA,N,Theft
2015140757,WARRANT ARREST NON TRAFFIC,N,01/14/2015,78753,7,NA,C,NA
20055021141,BURGLARY OF VEHICLE,N,05/03/2005,78745,3,NA,NA,Theft
20202231465,FAMILY DISTURBANCE,N,08/10/2020,78753,1,NA,NA,NA
20115060058,THEFT,N,12/30/2011,78745,3,NA,N,Theft
20162560431,CRIMINAL MISCHIEF,N,09/12/2016,78752,4,NA,N,NA
20123291438,FAMILY DISTURBANCE,N,11/24/2012,78745,5,NA,O,NA
20095009774,THEFT,N,02/16/2009,78748,5,24.21,N,Theft
20052541588,THEFT,N,09/11/2005,78701,9,11,NA,Theft
20115039243,DEBIT CARD ABUSE,N,08/13/2011,78753,1,18.35,N,NA
20075054391,CRIMINAL MISCHIEF,N,10/13/2007,78749,8,17.4,NA,NA
2019420398,CRIMINAL MISCHIEF,N,02/11/2019,78721,1,21.1,N,NA
20045002019,HARASSMENT,N,01/13/2004,78754,1,18.34,NA,NA
20205024389,SUSPICIOUS PERSON,N,06/22/2020,78704,3,13,NA,NA
20052321795,PUBLIC INTOXICATION,N,08/20/2005,78745,2,24.1,C,NA
20135008754,BURGLARY OF VEHICLE,N,02/27/2013,78750,6,NA,N,Theft
20175014773,BURGLARY OF VEHICLE,N,04/10/2017,78753,4,18.04,N,Theft
20165029563,THEFT OF BICYCLE,N,07/18/2016,78705,9,NA,N,Theft
20095059966,THEFT,N,10/23/2009,78748,5,24.21,N,Theft
20138003069,THEFT FROM BUILDING,N,11/09/2013,78731,10,17.18,N,Theft
2013351687,CUSTODY ARREST TRAFFIC WARR,N,02/04/2013,78704,9,13,C,NA
20191661927,FAMILY DISTURBANCE,N,06/15/2019,78702,1,8.02,N,NA
20115045489,HARASSMENT,N,09/23/2011,78741,3,23.14,N,NA
20082992571,INTERFERE W PO SERVICE ANIMALS,N,10/25/2008,78701,9,11,C,NA
2003920190098,AGG ASSAULT FAM/DATE VIOLENCE,N,01/19/2003,78753,4,NA,C,Aggravated Assault
20162051500,ASSAULT W/INJURY-FAM/DATE VIOL,Y,07/23/2016,78704,3,23,C,NA
20106900337,DEL CONTROLLED SUB/NARCOTIC,N,03/14/2010,78753,4,18,NA,NA
20102621484,CUSTODY ARREST TRAFFIC WARR,N,09/19/2010,78701,9,11,NA,NA
2011651329,FORGERY - OTHER,N,03/06/2011,78746,8,19.19,N,NA
2005480532,FAILURE TO IDENTIFY,N,02/17/2005,78701,1,11,C,NA
20205010858,THEFT OF SERVICE,N,03/16/2020,78704,5,20,N,NA
20115006050,CRIMINAL MISCHIEF,N,02/01/2011,78745,2,24,N,NA
20111432293,EVADING VEHICLE,N,05/23/2011,78741,3,23.17,N,NA
20102740419,THEFT,N,10/01/2010,78702,3,9,N,Theft
20175003122,BURGLARY OF VEHICLE,N,01/23/2017,78746,8,19.17,N,Theft
20115033172,HARASSMENT,N,06/08/2011,78758,7,NA,N,NA
20115002126,CRED CARD ABUSE - OTHER,N,01/08/2011,78745,2,24.09,N,NA
20062111809,FAMILY DISTURBANCE,N,07/30/2006,78757,7,18.18,C,NA
20085061949,BURGLARY OF VEHICLE,N,11/20/2008,78758,4,18,N,Theft
2006241746,FAMILY DISTURBANCE,N,01/24/2006,78745,3,NA,NA,NA
20188002402,BURGLARY OF VEHICLE,N,06/09/2018,78702,3,9,N,Theft
20032451177,ASSAULT WITH INJURY,N,09/02/2003,78753,NA,1823,N,NA
20081510721,CRIMINAL TRESPASS/TRANSIENT,N,05/30/2008,78701,9,11,C,NA
20091291709,FAILURE TO IDENTIFY,N,05/09/2009,78741,3,23.18,C,NA
20135007066,THEFT,N,02/16/2013,78723,9,3,N,Theft
20192080714,FAMILY DISTURBANCE,N,07/27/2019,78750,6,204,N,NA
20042481684,FAMILY DISTURBANCE,N,09/04/2004,78745,2,24,NA,NA
2017701418,THEFT BY SHOPLIFTING,N,03/11/2017,78704,3,23,C,Theft
2018480982,AUTO THEFT,N,02/17/2018,78702,3,8.01,NA,Auto Theft
20091681114,FAMILY DISTURBANCE,N,06/17/2009,78752,4,18.12,N,NA
20165046216,HARASSMENT,N,11/06/2016,78744,2,24.13,N,NA
20062542031,POSS CONTROLLED SUB/NARCOTIC,N,09/11/2006,78723,4,21,C,NA
20053611949,RESISTING ARREST OR SEARCH,N,12/27/2005,78701,9,11,C,NA
20135034593,THEFT BY SHOPLIFTING,N,07/25/2013,78731,10,1,N,Theft
20041461660,POSS OF DRUG PARAPHERNALIA,N,05/25/2004,78704,9,NA,C,NA
20105057712,BURGLARY OF VEHICLE,N,10/29/2010,78701,1,7,N,Theft
20033061805,ASSAULT W/INJURY-FAM/DATE VIOL,N,11/02/2003,78758,4,18.2,C,NA
2009690020,SUSPICIOUS PERSON,N,03/10/2009,78727,6,17.85,N,NA
20085039506,PUBLIC INTOXICATION,N,07/29/2008,78704,9,14.01,C,NA
20155006145,PROTECTIVE ORDER,N,02/12/2015,78723,4,21.05,N,NA
20165011538,VIOL CITY ORDINANCE - OTHER,N,03/18/2016,78741,3,23.07,NA,NA
20145056399,THEFT,N,12/23/2014,78701,9,11,N,Theft
20053280670,BURGLARY OF VEHICLE,N,11/24/2005,78741,3,23.15,NA,Theft
2009641060,CUSTODY ARREST TRAFFIC WARR,N,03/05/2009,78753,1,18.35,C,NA
20181160496,THEFT,N,04/06/2018,78741,3,NA,N,Theft
20101891256,BURGLARY OF RESIDENCE,N,07/08/2010,78724,1,NA,N,Burglary
20061890572,EVADING / VEHICLE PURSUIT,N,07/08/2006,78752,4,18.12,C,NA
2016770248,AGG ASSAULT,N,03/17/2016,78701,9,11,N,Aggravated Assault
20135033630,BURGLARY OF VEHICLE,N,07/25/2013,78746,10,NA,N,Theft
20095026775,BURGLARY OF VEHICLE,N,05/12/2009,78757,7,18.18,N,Theft
20181090022,POSS CONTROLLED SUB/NARCOTIC,N,04/19/2018,78745,3,NA,C,NA
20165041948,BURGLARY OF VEHICLE,N,10/10/2016,78749,8,17.49,N,Theft
20125055886,BURGLARY OF VEHICLE,N,12/14/2012,78749,8,17.38,N,Theft
20075000314,THEFT,N,12/31/2006,78744,2,24.3,NA,Theft
20165005187,THEFT OF SERVICE,N,02/05/2016,78753,1,NA,NA,NA
20111261307,BURGLARY OF RESIDENCE,N,05/06/2011,78723,1,21.12,C,Burglary
20145053012,HARASSMENT,N,11/24/2014,78744,2,NA,N,NA
20112821524,POSSESSION OF MARIJUANA,N,10/09/2011,78729,6,NA,C,NA
20122871642,ASSAULT W/INJURY-FAM/DATE VIOL,Y,10/13/2012,78759,6,17.45,C,NA
20061460259,ASSAULT W/INJURY-FAM/DATE VIOL,Y,05/26/2006,78702,3,NA,C,NA
20072090195,DWI,N,07/28/2007,78702,3,NA,C,NA
20101471408,DISTURBANCE - OTHER,N,05/27/2010,78753,4,NA,NA,NA
20102772007,CUSTODY ARREST TRAFFIC WARR,N,10/04/2010,78702,1,NA,C,NA
20181991121,FAMILY DISTURBANCE,N,07/18/2018,78613,6,203.18,NA,NA
20191950088,FAMILY DISTURBANCE,N,07/14/2019,78741,3,23.12,N,NA
2016860508,FAMILY DISTURBANCE,N,03/26/2016,78758,4,NA,N,NA
20103540709,POSS OF DRUG PARAPHERNALIA,N,12/20/2010,78702,1,NA,C,NA
20075008782,CRED CARD ABUSE - OTHER,N,02/21/2007,78759,10,17.22,N,NA
20161021470,ASSAULT WITH INJURY,N,04/11/2016,78744,2,NA,N,NA
20105022566,BURGLARY OF RESIDENCE,N,05/03/2010,78723,1,NA,N,Burglary
20085007413,SUSPICIOUS PERSON,N,02/11/2008,78705,9,6.01,NA,NA
20082812202,ASSAULT W/INJURY-FAM/DATE VIOL,Y,10/05/2008,78729,6,204.06,C,NA
20141011607,ASSAULT WITH INJURY,N,04/11/2014,78741,3,NA,N,NA
2017771025,ASSAULT W/INJURY-FAM/DATE VIOL,Y,03/18/2017,78613,6,203.18,O,NA
20035022605,FORGERY - OTHER,N,11/15/2003,78749,8,17.49,NA,NA
20101742091,FAMILY DISTURBANCE,N,06/23/2010,78741,3,23.18,N,NA
2007880450,CUSTODY ARREST TRAFFIC WARR,N,03/29/2007,78702,1,8,C,NA
2005692231,AUTO THEFT,N,03/10/2005,78744,2,24.26,NA,Auto Theft
20203230860,AUTO THEFT,N,11/18/2020,78744,2,24.19,N,Auto Theft
2013720986,ASSAULT WITH INJURY,N,03/13/2013,78751,9,2,N,NA
2020950795,AUTO THEFT,N,04/04/2020,78753,4,18.23,N,Auto Theft
20075059458,HARASSMENT,N,04/01/2007,78751,9,3.05,NA,NA
201890822,POSSESSION OF MARIJUANA,N,01/09/2018,78750,10,NA,C,NA
20125041313,BURGLARY OF VEHICLE,N,09/14/2012,78704,5,13,O,Theft
20121600685,FRAUD DESTRUCTION OF A WRITING,N,06/08/2012,78753,4,18.13,C,NA
20191430289,BURGLARY OF RESIDENCE,N,05/22/2019,78750,6,204.05,N,Burglary
20201851482,CRASH/FAIL STOP AND RENDER AID,N,07/03/2020,78753,7,18.39,N,NA
2011840936,ASSAULT WITH INJURY,N,03/25/2011,78702,3,9,O,NA
20091991991,DISTURBANCE - OTHER,N,07/18/2009,78704,5,19.01,NA,NA
20172811625,ASSAULT W/INJURY-FAM/DATE VIOL,Y,10/08/2017,78745,5,NA,C,NA
2004860389,FAMILY DISTURBANCE,N,03/26/2004,78758,4,NA,NA,NA
20195015765,BURGLARY OF VEHICLE,N,04/17/2019,78752,4,18.12,N,Theft
20105006485,CRIMINAL MISCHIEF,N,02/07/2010,78758,7,18.5,N,NA
